Crop,Season,State,Area,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Groundnut,Kharif     ,Tripura,616,Laterile Soil,low,Average,High,High,2856.641872,3179.8
Groundnut,Rabi       ,Tripura,290,Red/Yellow Soil,low,High,High,Medium,2300.486225,2766
Rice,Kharif     ,Tripura,253067,Alluvial Soil,low,Average,Medium,Medium,2243.277226,2920.7
Sugarcane,Whole Year ,Tripura,874,Alluvial Soil,low,High,Medium,High,2144.22352,3027.2
Wheat,Rabi       ,Tripura,1750,Alluvial Soil,high,Average,High,Low,2554.874369,3234.7
Groundnut,Kharif     ,Uttarakhand,1692,Red/Yellow Soil,low,Low,Low,Medium,1943.880328,2912.1
Onion,Whole Year ,Uttarakhand,1996,Alluvial Soil,high,Low,High,Low,2638.646229,3133.2
Potato,Whole Year ,Uttarakhand,15736,Red/Yellow Soil,low,High,High,High,2467.242072,2395.4
Ragi,Kharif     ,Uttarakhand,124379,Alluvial Soil,low,Low,High,Low,2840.39191,2537.2
Rice,Kharif     ,Uttarakhand,275459,Alluvial Soil,high,Low,High,Low,2298.424807,2842.3
Rice,Summer     ,Uttarakhand,8971,Alluvial Soil,low,Average,Low,High,2439.004514,2985.9
Sugarcane,Whole Year ,Uttarakhand,107748,Red/Yellow Soil,low,Average,Low,High,2836.661,3615.7
Wheat,Rabi       ,Uttarakhand,379237,Red/Yellow Soil,low,High,Low,High,2914.940694,3482.2
Onion,Rabi       ,Jharkhand,1724.12,Red/Yellow Soil,low,Average,Low,High,2295.95429,3468.5
Potato,Rabi       ,Jharkhand,13345.34,Laterile Soil,low,Average,Low,Low,2554.53437,3053.1
Potato,Winter     ,Jharkhand,16504.2,Red/Yellow Soil,high,Average,Medium,Low,2588.325693,2716.6
Ragi,Autumn     ,Jharkhand,27846.26,Red/Yellow Soil,high,High,High,Medium,2612.096022,3778.1
Rice,Autumn     ,Jharkhand,149362.86,Alluvial Soil,high,High,High,Low,2421.227302,3825.2
Rice,Winter     ,Jharkhand,954735.25,Alluvial Soil,low,Low,Medium,Low,2884.415019,3018.4
Sugarcane,Whole Year ,Jharkhand,130.68,Alluvial Soil,low,High,Low,Low,1933.088955,3524
Wheat,Rabi       ,Jharkhand,50326.23,Red/Yellow Soil,low,High,High,Low,2373.66093,2757.5
Ragi,Kharif     ,Bihar,14328,Red/Yellow Soil,high,Low,Medium,Medium,2634.37922,2082
Rice,Autumn     ,Bihar,517983,Alluvial Soil,low,High,High,High,2637.167444,769
Rice,Summer     ,Bihar,109436,Alluvial Soil,low,Low,High,Low,2905.827709,784
Rice,Winter     ,Bihar,2736591,Alluvial Soil,low,Low,Low,High,2859.467618,837.9
Wheat,Rabi       ,Bihar,2076727,Red/Yellow Soil,low,High,Medium,High,2414.337512,603.5
Cotton(lint),Kharif     ,Chhattisgarh,97,Black Soil,high,High,Low,Low,2889.961373,537.8
Groundnut,Kharif     ,Chhattisgarh,33083,Laterile Soil,low,Low,Medium,High,2285.787477,744.3
Onion,Whole Year ,Chhattisgarh,4484,Red/Yellow Soil,high,Average,Low,Medium,2779.266215,815.1
Potato,Kharif     ,Chhattisgarh,1781,Red/Yellow Soil,low,Low,Medium,Medium,3043.156744,722
Potato,Rabi       ,Chhattisgarh,9513,Red/Yellow Soil,low,High,Low,Low,2864.483232,755.2
Ragi,Kharif     ,Chhattisgarh,9296,Laterile Soil,low,High,High,Low,2531.731115,915.2
Rice,Kharif     ,Chhattisgarh,3905319,Alluvial Soil,low,High,Low,Medium,2400.466368,544.3
Sugarcane,Whole Year ,Chhattisgarh,7991,Alluvial Soil,low,Low,High,Low,2041.422611,764.9
Wheat,Rabi       ,Chhattisgarh,93213,Red/Yellow Soil,high,Low,Medium,Medium,2593.161891,732.5
Potato,Whole Year ,Delhi,55,Laterile Soil,high,Low,Low,Medium,2165.434832,1039
Rice,Kharif     ,Delhi,7381,Alluvial Soil,high,Average,Medium,High,2262.059601,908.1
Sugarcane,Whole Year ,Delhi,4,Alluvial Soil,low,High,Low,High,2142.77626,1072.4
Wheat,Rabi       ,Delhi,17884,Laterile Soil,low,High,Medium,Medium,2361.8823,938.2
Banana,Whole Year ,Gujarat,26600,Alluvial Soil,high,Average,Medium,High,2491.609176,438
Cotton(lint),Kharif     ,Gujarat,2372100,Black Soil,low,Average,High,Medium,2582.084374,879.1
Groundnut,Kharif     ,Gujarat,1752400,Red/Yellow Soil,high,Low,Medium,Medium,2319.848009,600.3
Groundnut,Summer     ,Gujarat,100100,Laterile Soil,high,Low,Medium,High,2820.785112,734.3
Onion,Whole Year ,Gujarat,43300,Red/Yellow Soil,high,Low,High,Medium,2437.538423,805.2
Potato,Whole Year ,Gujarat,51700,Laterile Soil,low,Average,Medium,Low,2263.68327,680.9
Ragi,Kharif     ,Gujarat,20400,Laterile Soil,high,High,Low,High,2567.88768,748.2
Rice,Kharif     ,Gujarat,655600,Alluvial Soil,high,Average,Medium,Medium,3089.06585,661.8
Rice,Summer     ,Gujarat,33700,Alluvial Soil,low,Low,Low,High,2600.54817,787.1
Sugarcane,Whole Year ,Gujarat,216100,Alluvial Soil,high,Average,Low,Low,2391.143312,925.2
Wheat,Rabi       ,Gujarat,1072300,Red/Yellow Soil,low,High,Medium,High,2041.761593,831.7
Cotton(lint),Kharif     ,Haryana,527693,Black Soil,low,Low,High,High,2434.176304,690.4
Groundnut,Kharif     ,Haryana,1654,Laterile Soil,low,Low,Low,Low,2570.478438,929.1
Onion,Whole Year ,Haryana,2543,Alluvial Soil,low,Low,Low,Low,2383.725733,1132.4
Potato,Whole Year ,Haryana,12826,Red/Yellow Soil,low,Average,High,Medium,2000.384609,1045.1
Rice,Kharif     ,Haryana,1042036,Alluvial Soil,low,Low,High,Low,2244.830383,1152.4
Sugarcane,Whole Year ,Haryana,140563,Laterile Soil,low,Low,Medium,High,2936.361538,858.3
Wheat,Rabi       ,Haryana,2377067,Red/Yellow Soil,high,Average,High,Low,2930.200301,819
Cotton(lint),Kharif     ,Himachal Pradesh,55,Black Soil,high,Average,High,High,2234.008249,735.6
Groundnut,Kharif     ,Himachal Pradesh,105,Red/Yellow Soil,high,High,Low,High,2701.827036,914.4
Onion,Rabi       ,Himachal Pradesh,893,Alluvial Soil,high,Average,Medium,High,2146.428165,1126.3
Potato,Whole Year ,Himachal Pradesh,12687,Alluvial Soil,high,Low,Medium,Low,2921.294885,821.9
Ragi,Kharif     ,Himachal Pradesh,2950,Red/Yellow Soil,low,Low,Low,Low,2573.570754,893.2
Rice,Kharif     ,Himachal Pradesh,79206,Alluvial Soil,low,Average,Medium,Low,2784.89245,774.3
Sugarcane,Whole Year ,Himachal Pradesh,3019,Red/Yellow Soil,high,Average,Low,Low,1985.471996,941.3
Wheat,Rabi       ,Himachal Pradesh,362245,Alluvial Soil,high,High,Low,Medium,2703.291131,993.2
Banana,Whole Year ,Madhya Pradesh,14836,Laterile Soil,high,Average,High,Medium,2497.697781,1086
Cotton(lint),Kharif     ,Madhya Pradesh,629739,Black Soil,low,Average,Medium,High,2755.578721,793.4
Groundnut,Kharif     ,Madhya Pradesh,197231,Laterile Soil,low,High,Medium,High,2774.460339,1103.6
Onion,Whole Year ,Madhya Pradesh,37825,Alluvial Soil,high,Average,Low,Low,2519.735407,905.7
Potato,Whole Year ,Madhya Pradesh,48540,Laterile Soil,high,High,Medium,High,2319.751108,1016.3
Rice,Kharif     ,Madhya Pradesh,1674013,Alluvial Soil,high,Average,Medium,High,2733.908855,953.7
Sugarcane,Whole Year ,Madhya Pradesh,61085,Alluvial Soil,low,Low,High,Medium,2481.95365,932.6
Wheat,Rabi       ,Madhya Pradesh,4262382,Laterile Soil,low,High,High,High,2238.164514,797
Cotton(lint),Kharif     ,Maharashtra,3106900,Black Soil,high,Low,High,High,2223.954331,683.3
Groundnut,Kharif     ,Maharashtra,341600,Laterile Soil,high,Average,Low,Medium,2056.850675,893.6
Groundnut,Summer     ,Maharashtra,108100,Alluvial Soil,high,Average,Low,Low,2346.912652,985.1
Ragi,Kharif     ,Maharashtra,136000,Red/Yellow Soil,high,Low,High,Low,2830.807614,981
Rice,Kharif     ,Maharashtra,1491300,Alluvial Soil,high,Low,Low,High,2553.34894,1233.8
Rice,Summer     ,Maharashtra,38000,Alluvial Soil,high,Low,Low,Medium,2341.069688,849.8
Sugarcane,Whole Year ,Maharashtra,848800,Red/Yellow Soil,high,High,Low,Medium,2741.456781,1054.1
Wheat,Rabi       ,Maharashtra,1230800,Red/Yellow Soil,high,Low,Medium,High,2250.257013,1118.9
Cotton(lint),Kharif     ,Nagaland,200,Black Soil,high,Average,Medium,Medium,2528.605082,885.9
Groundnut,Kharif     ,Nagaland,950,Alluvial Soil,low,High,Medium,Low,2446.110888,1070.5
Potato,Kharif     ,Nagaland,3500,Laterile Soil,high,High,Medium,Medium,2733.739188,899
Rice,Kharif     ,Nagaland,163680,Alluvial Soil,low,High,Low,Low,2026.831489,899.9
Rice,Rabi       ,Nagaland,1000,Alluvial Soil,low,Low,Low,Low,2244.940676,945.7
Sugarcane,Rabi       ,Nagaland,290,Laterile Soil,low,Low,Low,Low,2008.526302,790.7
Sugarcane,Whole Year ,Nagaland,4500,Alluvial Soil,low,High,Low,Low,2422.120983,837.3
Wheat,Rabi       ,Nagaland,1500,Laterile Soil,low,Average,Low,Low,2863.428251,913
Cotton(lint),Kharif     ,Punjab,604000,Black Soil,high,Low,Medium,Medium,2348.365837,824
Groundnut,Kharif     ,Punjab,4400,Red/Yellow Soil,high,Low,High,High,2346.794819,984.1
Rice,Kharif     ,Punjab,2621000,Alluvial Soil,low,Average,Low,High,2761.517327,941.4
Wheat,Rabi       ,Punjab,3467000,Red/Yellow Soil,low,Average,Low,Medium,2820.564868,773.2
Cotton(lint),Kharif     ,Tripura,1148,Black Soil,low,Low,Low,High,2473.42868,519.9
Groundnut,Kharif     ,Tripura,412,Laterile Soil,low,Low,Medium,Medium,2705.414456,980.6
Groundnut,Rabi       ,Tripura,187,Red/Yellow Soil,high,Average,High,Low,2176.913638,911.8
Rice,Kharif     ,Tripura,250939,Alluvial Soil,low,Average,Medium,Medium,2913.3923,1040.7
Sugarcane,Whole Year ,Tripura,869,Alluvial Soil,high,High,Low,Low,3144.611888,1025.8
Wheat,Rabi       ,Tripura,970,Laterile Soil,high,Low,Medium,Medium,2656.364737,947.2
Banana,Whole Year ,Uttar Pradesh,2002,Alluvial Soil,high,Average,Medium,Medium,1874.700514,883.6
Cotton(lint),Kharif     ,Uttar Pradesh,5174,Black Soil,high,High,Low,Medium,2332.530921,1026.8
Groundnut,Kharif     ,Uttar Pradesh,100483,Red/Yellow Soil,low,Low,Medium,Low,2683.847597,939.5
Onion,Rabi       ,Uttar Pradesh,7525,Red/Yellow Soil,high,Average,Low,Low,2373.555101,929.8
Onion,Summer     ,Uttar Pradesh,13173,Alluvial Soil,high,Average,Medium,Low,2881.659566,751.9
Potato,Rabi       ,Uttar Pradesh,469301,Red/Yellow Soil,low,Low,High,High,2676.447179,918.8
Rice,Kharif     ,Uttar Pradesh,5902577,Alluvial Soil,low,High,Low,Medium,2288.05735,779.9
Rice,Summer     ,Uttar Pradesh,18175,Alluvial Soil,high,High,Medium,High,2509.679443,656.1
Sugarcane,Kharif     ,Uttar Pradesh,2246520,Alluvial Soil,high,Average,High,Low,2231.850034,644.1
Wheat,Rabi       ,Uttar Pradesh,9197642,Alluvial Soil,high,High,High,Medium,2445.224536,807.6
Groundnut,Kharif     ,Uttarakhand,1749,Laterile Soil,high,High,Medium,Low,2333.622028,976.6
Onion,Whole Year ,Uttarakhand,2116,Alluvial Soil,high,Average,Medium,Low,2852.42854,816.6
Potato,Kharif     ,Uttarakhand,8274,Red/Yellow Soil,low,High,High,Medium,3134.803617,1022.5
Potato,Rabi       ,Uttarakhand,7099,Alluvial Soil,high,High,Low,Low,2070.6435,880.5
Ragi,Kharif     ,Uttarakhand,125640,Alluvial Soil,high,High,High,Low,1923.035114,791.3
Rice,Kharif     ,Uttarakhand,273662,Alluvial Soil,low,High,High,Medium,2426.448273,1019.8
Rice,Rabi       ,Uttarakhand,9923,Alluvial Soil,high,Low,Medium,Medium,2044.47529,1021.5
Sugarcane,Whole Year ,Uttarakhand,118869,Laterile Soil,high,Low,Low,High,2513.863481,776.4
Wheat,Rabi       ,Uttarakhand,377870,Laterile Soil,low,Low,Medium,Low,2724.680834,975.2
Onion,Rabi       ,Jharkhand,2914.72,Alluvial Soil,low,Average,Medium,Low,2948.242569,1000.9
Potato,Rabi       ,Jharkhand,13341.72,Alluvial Soil,high,High,Medium,Low,2560.418368,1101.1
Potato,Winter     ,Jharkhand,20693.26,Red/Yellow Soil,high,Low,Low,Medium,2442.053433,965.7
Ragi,Autumn     ,Jharkhand,32829.89,Laterile Soil,high,Average,High,Low,1906.484525,701.6
Rice,Autumn     ,Jharkhand,183635.05,Alluvial Soil,low,Low,High,High,2507.855545,785.1
Rice,Winter     ,Jharkhand,995583.37,Alluvial Soil,high,Low,Medium,Low,2521.386178,740.3
Sugarcane,Whole Year ,Jharkhand,587.89,Alluvial Soil,high,High,Medium,Medium,2691.687044,772.6
Wheat,Rabi       ,Jharkhand,124418.04,Red/Yellow Soil,high,Average,High,Medium,2287.45357,1029.5
Cotton(lint),Kharif     ,Andhra Pradesh,1134000,Black Soil,low,Average,High,Low,2369.48422,1221.3
Groundnut,Kharif     ,Andhra Pradesh,1500000,Alluvial Soil,high,Low,Low,Low,2056.599323,1395.7
Groundnut,Rabi       ,Andhra Pradesh,295000,Laterile Soil,low,Average,High,Low,1812.612158,1040.4
Onion,Kharif     ,Andhra Pradesh,23000,Red/Yellow Soil,low,Average,Low,High,2167.450873,916.9
Onion,Rabi       ,Andhra Pradesh,14000,Alluvial Soil,high,Average,High,High,2028.902256,941.7
Ragi,Kharif     ,Andhra Pradesh,48000,Red/Yellow Soil,high,Low,Medium,Low,2601.013689,1027.5
Ragi,Rabi       ,Andhra Pradesh,7000,Laterile Soil,high,Average,Low,High,2344.559783,852.6
Rice,Kharif     ,Andhra Pradesh,2578000,Alluvial Soil,high,Low,Low,Low,2338.528861,689.8
Rice,Rabi       ,Andhra Pradesh,1406000,Alluvial Soil,low,Average,Medium,Medium,2204.676086,962.4
Sugarcane,Whole Year ,Andhra Pradesh,247000,Alluvial Soil,high,Low,High,High,1530.23037,838
Wheat,Rabi       ,Andhra Pradesh,8000,Laterile Soil,high,Low,High,High,2952.493225,644.5
Banana,Whole Year ,Bihar,17872,Red/Yellow Soil,high,Average,Medium,High,2199.918843,908.7
Groundnut,Kharif     ,Bihar,1207,Laterile Soil,low,Average,High,High,2376.273979,744.1
Onion,Whole Year ,Bihar,15216,Red/Yellow Soil,low,High,Low,Medium,2063.53235,1032.6
Potato,Whole Year ,Bihar,153909,Laterile Soil,low,Low,Low,High,2791.579103,690.5
Ragi,Kharif     ,Bihar,13222,Laterile Soil,low,Average,High,High,2543.028681,505.9
Rice,Autumn     ,Bihar,524266,Alluvial Soil,low,Low,Medium,Medium,2252.090414,770.7
Rice,Summer     ,Bihar,110440,Alluvial Soil,high,Low,High,High,2382.331117,557.9
Rice,Winter     ,Bihar,2842665,Alluvial Soil,low,Low,Low,Low,3003.453977,682.5
Sugarcane,Whole Year ,Bihar,107039,Laterile Soil,high,Average,High,Low,2478.10917,892.7
Wheat,Rabi       ,Bihar,2131232,Laterile Soil,low,Average,Medium,Medium,2445.479939,1134.4
Cotton(lint),Kharif     ,Chhattisgarh,50,Black Soil,high,Average,Medium,Low,2217.585554,612.4
Groundnut,Kharif     ,Chhattisgarh,31653,Alluvial Soil,low,High,Low,Medium,1931.625655,488.4
Onion,Whole Year ,Chhattisgarh,4372,Alluvial Soil,low,Average,Low,Medium,2451.988398,656.5
Potato,Kharif     ,Chhattisgarh,1910,Alluvial Soil,high,Average,Low,Low,2597.645534,989.1
Potato,Rabi       ,Chhattisgarh,9653,Red/Yellow Soil,high,Average,Medium,High,2829.875339,1001.6
Ragi,Kharif     ,Chhattisgarh,9338,Red/Yellow Soil,high,High,Low,Low,1825.45104,1177.9
Rice,Kharif     ,Chhattisgarh,3902881,Alluvial Soil,low,High,Low,Medium,2162.471102,1168.3
Sugarcane,Whole Year ,Chhattisgarh,10966,Laterile Soil,high,Average,Low,High,2325.777673,486.1
Wheat,Rabi       ,Chhattisgarh,95020,Alluvial Soil,high,High,Low,Low,2498.955745,662.8
Banana,Whole Year ,Gujarat,31200,Laterile Soil,low,Low,Medium,Medium,2456.489893,361.2
Cotton(lint),Kharif     ,Gujarat,2422000,Black Soil,low,High,High,Low,2463.493394,562.4
Groundnut,Kharif     ,Gujarat,1712400,Laterile Soil,low,Average,High,High,2622.428818,836.1
Groundnut,Summer     ,Gujarat,144700,Laterile Soil,high,High,Medium,Medium,2229.012067,765
Onion,Whole Year ,Gujarat,65400,Laterile Soil,low,Low,Low,Medium,2780.242433,662.7
Potato,Whole Year ,Gujarat,72300,Red/Yellow Soil,high,Average,Low,Medium,2630.035733,604.9
Ragi,Kharif     ,Gujarat,21700,Red/Yellow Soil,low,Low,Medium,Medium,2404.050321,715.5
Rice,Kharif     ,Gujarat,726000,Alluvial Soil,low,Average,High,Medium,2980.272398,744.6
Rice,Summer     ,Gujarat,32600,Alluvial Soil,high,High,Low,Low,2966.924811,825.8
Sugarcane,Whole Year ,Gujarat,211000,Alluvial Soil,high,Low,Low,High,2779.868607,609.4
Wheat,Rabi       ,Gujarat,1273900,Red/Yellow Soil,high,High,Low,Medium,1594.432969,640.3
Cotton(lint),Kharif     ,Haryana,482474,Black Soil,high,Low,Low,Low,2973.683528,1088.6
Groundnut,Kharif     ,Haryana,1314,Alluvial Soil,high,High,Medium,Low,2738.427557,844.1
Onion,Whole Year ,Haryana,3193,Laterile Soil,high,Low,Medium,Medium,3101.922591,1122.9
Potato,Whole Year ,Haryana,9917,Red/Yellow Soil,high,Average,Medium,Low,2871.239378,876.6
Rice,Kharif     ,Haryana,1072545,Alluvial Soil,high,High,Low,Medium,2973.502803,922.1
Sugarcane,Whole Year ,Haryana,140365,Red/Yellow Soil,high,High,Low,High,2763.596455,727.8
Wheat,Rabi       ,Haryana,2460680,Red/Yellow Soil,low,Low,Medium,High,2904.60796,738.2
Cotton(lint),Kharif     ,Himachal Pradesh,63,Black Soil,high,Average,High,High,3098.237122,1072.7
Groundnut,Kharif     ,Himachal Pradesh,97,Laterile Soil,low,High,High,Low,2564.966422,580.2
Onion,Rabi       ,Himachal Pradesh,823,Red/Yellow Soil,low,Average,Low,High,2028.330837,855.6
Potato,Kharif     ,Himachal Pradesh,13583,Laterile Soil,high,Average,High,Low,2407.76173,541
Ragi,Kharif     ,Himachal Pradesh,1845,Red/Yellow Soil,low,Low,High,Low,2616.98368,1003
Rice,Kharif     ,Himachal Pradesh,78571,Alluvial Soil,high,Average,High,High,2522.466275,852.4
Sugarcane,Kharif     ,Himachal Pradesh,2697,Laterile Soil,low,Low,Low,Low,2126.03141,759
Wheat,Rabi       ,Himachal Pradesh,366592,Laterile Soil,low,Low,High,Medium,2010.679712,622.5
Banana,Whole Year ,Madhya Pradesh,7543,Red/Yellow Soil,high,High,Low,Medium,2277.651199,848.7
Cotton(lint),Kharif     ,Madhya Pradesh,617943,Black Soil,high,Low,Low,High,2742.321867,854.8
Groundnut,Kharif     ,Madhya Pradesh,201078,Alluvial Soil,low,Low,Medium,Low,2974.101931,946.4
Onion,Whole Year ,Madhya Pradesh,41376,Alluvial Soil,high,Low,High,Medium,2774.970284,914.2
Potato,Whole Year ,Madhya Pradesh,56663,Alluvial Soil,high,High,Low,Medium,2817.228186,657.4
Ragi,Kharif     ,Madhya Pradesh,456,Red/Yellow Soil,high,Low,Medium,High,2475.755328,731.4
Rice,Kharif     ,Madhya Pradesh,1634912,Alluvial Soil,low,Low,Medium,Low,1977.375263,546.1
Sugarcane,Whole Year ,Madhya Pradesh,77120,Alluvial Soil,high,High,High,High,2363.433826,891.2
Wheat,Rabi       ,Madhya Pradesh,4089343,Laterile Soil,low,Average,High,Low,2422.370676,899.6
Cotton(lint),Kharif     ,Maharashtra,3195400,Black Soil,high,Average,Low,Medium,2350.884254,1151.3
Groundnut,Kharif     ,Maharashtra,329300,Laterile Soil,high,High,Medium,High,2516.40846,1037.3
Groundnut,Summer     ,Maharashtra,90100,Red/Yellow Soil,low,Average,High,Medium,2632.425928,900.7
Ragi,Kharif     ,Maharashtra,128300,Laterile Soil,low,High,Low,Medium,2755.904556,1024.6
Rice,Kharif     ,Maharashtra,1535300,Alluvial Soil,low,Average,Medium,Low,2416.564041,950.3
Rice,Summer     ,Maharashtra,41400,Alluvial Soil,high,High,Medium,High,1928.872178,738.3
Sugarcane,Whole Year ,Maharashtra,1092800,Laterile Soil,low,High,Low,High,2355.136684,959
Wheat,Rabi       ,Maharashtra,1252800,Red/Yellow Soil,high,Low,Low,Medium,2513.113119,945.7
Cotton(lint),Kharif     ,Meghalaya,7186,Black Soil,high,High,Low,Low,2866.842377,1001.2
Rice,Autumn     ,Meghalaya,32604,Alluvial Soil,low,Average,Medium,Low,2329.657647,780.6
Rice,Summer     ,Meghalaya,11546,Alluvial Soil,high,High,High,Medium,2653.763089,631.4
Rice,Winter     ,Meghalaya,62170,Alluvial Soil,high,Low,Medium,Low,2587.02637,747.1
Sugarcane,Whole Year ,Meghalaya,92,Red/Yellow Soil,low,High,High,Low,2513.17016,759.8
Wheat,Rabi       ,Meghalaya,622,Alluvial Soil,low,High,Low,Low,2779.159996,712.4
Cotton(lint),Kharif     ,Nagaland,150,Black Soil,low,High,High,High,2301.747641,824.6
Groundnut,Kharif     ,Nagaland,1450,Alluvial Soil,high,High,High,Medium,2327.444065,910.9
Potato,Kharif     ,Nagaland,2500,Alluvial Soil,high,High,High,Low,2496.429753,607.9
Rice,Kharif     ,Nagaland,166000,Alluvial Soil,low,High,Low,Low,2307.956048,347.1
Rice,Rabi       ,Nagaland,1500,Alluvial Soil,high,High,Low,Low,2652.403687,871.3
Sugarcane,Kharif     ,Nagaland,4000,Alluvial Soil,high,Low,Medium,Low,2286.042309,650.6
Wheat,Rabi       ,Nagaland,1150,Alluvial Soil,low,Average,High,Low,2567.891262,1050.9
Cotton(lint),Kharif     ,Punjab,604000,Black Soil,high,Low,Low,Medium,2469.948169,623
Groundnut,Kharif     ,Punjab,3100,Alluvial Soil,low,High,High,Medium,2564.477789,767.7
Rice,Kharif     ,Punjab,2610000,Alluvial Soil,low,High,High,High,2362.077581,784.8
Wheat,Rabi       ,Punjab,3488000,Red/Yellow Soil,high,High,Medium,High,2398.273512,807.6
Cotton(lint),Kharif     ,Tripura,1110,Black Soil,high,Low,Medium,Medium,2528.80278,812.9
Groundnut,Kharif     ,Tripura,409,Laterile Soil,low,High,Low,Low,2560.622352,786.6
Groundnut,Rabi       ,Tripura,270,Laterile Soil,high,Average,High,High,2498.739425,636.5
Rice,Kharif     ,Tripura,252897,Alluvial Soil,high,Average,Medium,High,3011.608707,1187.6
Sugarcane,Whole Year ,Tripura,959,Alluvial Soil,high,Low,Medium,Low,2202.778924,552.7
Wheat,Rabi       ,Tripura,1023,Red/Yellow Soil,low,Average,Low,High,2480.738862,575.4
Cotton(lint),Kharif     ,Uttar Pradesh,4260,Black Soil,high,Average,High,High,2027.911293,562.9
Groundnut,Kharif     ,Uttar Pradesh,98981,Laterile Soil,high,High,Medium,High,2611.624444,786.2
Onion,Rabi       ,Uttar Pradesh,9846,Red/Yellow Soil,high,High,Low,High,2165.426039,1170
Onion,Summer     ,Uttar Pradesh,11716,Red/Yellow Soil,high,Average,Low,Low,2416.506923,1068.3
Potato,Rabi       ,Uttar Pradesh,504858,Laterile Soil,low,High,High,Low,2388.380702,1198.1
Rice,Kharif     ,Uttar Pradesh,5690539,Alluvial Soil,high,High,High,High,2584.267338,601
Rice,Summer     ,Uttar Pradesh,18849,Alluvial Soil,low,High,Low,Low,2334.162725,726.6
Sugarcane,Kharif     ,Uttar Pradesh,2178987,Alluvial Soil,high,High,Low,High,2321.408291,806.3
Wheat,Rabi       ,Uttar Pradesh,9114880,Red/Yellow Soil,low,Average,Low,Low,2930.756939,583.8
