Crop,Season,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Cotton(lint),Kharif     ,1,,0,1,0,0.35638075213675213,0.19298749361919346
Groundnut,Kharif     ,3,,1,0,1,0.47260089819004525,0.1381604134762634
Onion,Whole Year ,2,,1,2,0,0.368004935143288,0.18199655436447168
Potato,Whole Year ,0,,0,1,2,0.31100102639517346,0.16880423685553853
Rice,Kharif     ,0,,0,0,0,0.42705177249874304,0.14690211842776926
Sugarcane,Whole Year ,2,,0,1,2,0.3528405354449472,0.16775140377743747
Wheat,Rabi       ,2,,1,2,2,0.4226119331322272,0.18533052577845838
Cotton(lint),Kharif     ,1,,1,1,0,0.1699795588235294,0.12397907095456864
Groundnut,Kharif     ,2,,0,2,0,0.3762095472599296,0.17295176110260335
Onion,Rabi       ,2,,0,0,1,0.3411559602815485,0.17170750382848393
Potato,Kharif     ,0,,0,2,2,0.29563157214680746,0.1511932108218479
Potato,Rabi       ,0,,2,0,2,0.3340944441930619,0.13163603879530372
Ragi,Kharif     ,2,,1,1,1,0.3325512963800904,0.11431214905564063
Rice,Kharif     ,0,,0,0,2,0.37219815535444933,0.1449400204185809
Sugarcane,Whole Year ,3,,2,1,0,0.2727003675213675,0.14034583971413986
Wheat,Rabi       ,0,,2,0,0,0.39966871141277016,0.10949464012251149
Banana,Whole Year ,2,,2,2,0,0.4788497828054298,0.1570954568657478
Cotton(lint),Kharif     ,1,,2,2,2,0.39700315460030167,0.1448443083205717
Groundnut,Kharif     ,2,,1,1,1,0.4368266925590748,0.10636804492087801
Onion,Whole Year ,3,,1,2,2,0.4583631814982402,0.09705206738131701
Potato,Whole Year ,2,,2,1,2,0.46906657968828547,0.15636166411434405
Ragi,Kharif     ,3,,2,0,1,0.5168530940170939,0.12252743746809597
Rice,Kharif     ,0,,0,2,1,0.33816978406234277,0.1840065084226646
Sugarcane,Whole Year ,3,,1,0,1,0.32163268074409246,0.15526097498723837
Wheat,Rabi       ,2,,2,1,0,0.43490188386123674,0.11904989790709547
Cotton(lint),Kharif     ,1,,0,0,2,0.4292307355455002,0.1993044920877999
Groundnut,Kharif     ,3,,2,1,1,0.43431437657114114,0.11635400714650332
Groundnut,Summer     ,0,,2,2,0,0.5182968164906988,0.13723519652884125
Ragi,Kharif     ,0,,0,2,1,0.3766744527400704,0.17247320061255741
Rice,Kharif     ,0,,1,0,0,0.4079554972347913,0.1389261102603369
Rice,Summer     ,0,,2,2,1,0.3018812280040222,0.22894333843797857
Sugarcane,Whole Year ,3,,0,1,0,0.5368517689793866,0.10855347115875445
Wheat,Rabi       ,0,,2,0,2,0.35043653192559077,0.11542879019908117
Banana,Whole Year ,0,,1,0,2,0.352572956762192,0.15074655436447165
Groundnut,Kharif     ,2,,0,2,2,0.34966692634489693,0.1458971413986728
Potato,Whole Year ,2,,1,1,1,0.32718231322272495,0.23650459418070444
Rice,Kharif     ,0,,0,0,1,0.32080665786827545,0.17526480347115875
Sugarcane,Whole Year ,3,,1,2,1,0.3363219494720965,0.2174897907095457
Wheat,Rabi       ,2,,0,2,2,0.2728157923579688,0.12551046452271566
Cotton(lint),Kharif     ,1,,1,1,0,0.3165924142785318,0.1278075548749362
Onion,Rabi       ,3,,0,1,2,0.5227976201608848,0.13133295048494129
Potato,Kharif     ,0,,0,2,0,0.4312962652086475,0.14570571720265443
Potato,Rabi       ,3,,1,0,0,0.44564385444947197,0.19520482388973967
Rice,Autumn     ,0,,2,0,0,0.4645959366515836,0.14747639101582438
Rice,Kharif     ,0,,0,1,0,0.5141378504273504,0.12661115364982134
Rice,Rabi       ,0,,2,2,0,0.24222554927099044,0.16441743236345074
Sugarcane,Whole Year ,0,,2,0,0,0.2830656271995977,0.1278554109239408
Cotton(lint),Kharif     ,1,,1,0,2,0.31520434942181996,0.16202462991322103
Groundnut,Kharif     ,0,,1,1,0,0.34039242357968824,0.13718734047983663
Potato,Rabi       ,2,,2,0,2,0.3531496186525891,0.11214267483409902
Ragi,Kharif     ,0,,0,1,1,0.34210827903469077,0.14371171516079634
Rice,Kharif     ,0,,2,2,0,0.39235612719959767,0.096461842776927
Rice,Rabi       ,0,,2,0,2,0.3784787875816993,0.17559979581419088
Sugarcane,Kharif     ,3,,0,1,1,0.32130456535947716,0.15803662582950484
Wheat,Rabi       ,0,,0,1,0,0.2117484582704876,0.12458524757529352
Cotton(lint),Kharif     ,1,,2,0,0,0.3009400170940171,0.15521311893823378
Groundnut,Kharif     ,3,,1,0,0,0.3343962805429863,0.09635017866258294
Rice,Kharif     ,0,,0,2,1,0.3571835517848164,0.19367343032159265
Sugarcane,Whole Year ,0,,2,1,2,0.290623369029663,0.11019652884124553
Wheat,Rabi       ,3,,0,0,0,0.33880293112116644,0.1509539305768249
Cotton(lint),Kharif     ,1,,1,2,0,0.29052382679738553,0.20520673813169985
Groundnut,Kharif     ,2,,1,2,0,0.3663283547008547,0.10912774374680959
Groundnut,Rabi       ,0,,0,0,1,0.29489004550025133,0.12681852986217457
Rice,Kharif     ,0,,2,2,0,0.31179703443941675,0.10395929045431343
Sugarcane,Whole Year ,2,,1,2,0,0.2771228660130719,0.12061319550791219
Wheat,Rabi       ,0,,1,0,0,0.3642407719959778,0.1716277437468096
Banana,Summer     ,0,,2,2,2,0.31047402438411253,0.059197932618683
Cotton(lint),Kharif     ,1,,1,1,2,0.4442019306184012,0.10226837672281776
Groundnut,Kharif     ,3,,2,2,1,0.40642410256410244,0.13563999489535478
Onion,Rabi       ,2,,2,1,1,0.37054913021618907,0.09221860643185298
Onion,Summer     ,0,,1,2,2,0.31567479914529906,0.08850178662582951
Potato,Rabi       ,3,,2,2,0,0.4045138491704374,0.1289401480347116
Rice,Kharif     ,0,,1,2,2,0.42790605002513815,0.14975752935171005
Rice,Summer     ,0,,2,1,0,0.38657780894922067,0.08427450229709035
Sugarcane,Kharif     ,2,,2,2,1,0.49675981825037696,0.10898417559979581
Wheat,Rabi       ,0,,2,1,2,0.41048044117647053,0.08837417049515058
Groundnut,Kharif     ,2,,0,2,1,0.44471648190045243,0.0982644206227667
Onion,Whole Year ,0,,0,1,0,0.3858898001508295,0.13731495661051557
Potato,Kharif     ,2,,2,1,0,0.4267720804424333,0.15707950484941297
Potato,Rabi       ,3,,1,0,0,0.3157279110105581,0.13891015824400205
Ragi,Kharif     ,3,,0,2,1,0.3412469811463046,0.09308001531393567
Rice,Kharif     ,0,,0,0,2,0.40216416943187516,0.13211459928534966
Rice,Summer     ,0,,1,0,0,0.4016163509301156,0.09770610005104645
Sugarcane,Whole Year ,3,,1,0,2,0.4140984281045751,0.10868108728943339
Wheat,Rabi       ,2,,0,0,1,0.45880288285570625,0.11294027565084226
Onion,Rabi       ,2,,0,1,0,0.2683531040723981,0.07234239407861152
Potato,Rabi       ,3,,2,1,1,0.30232886777275014,0.09922154160285859
Potato,Winter     ,0,,2,1,0,0.39313016390145794,0.1281265952016335
Ragi,Autumn     ,0,,0,1,2,0.3211892684766213,0.09895035732516591
Rice,Autumn     ,0,,0,2,2,0.6305506465560583,0.09885464522715671
Rice,Winter     ,0,,0,1,1,0.41470987581699337,0.10352858601327207
Sugarcane,Whole Year ,0,,0,1,1,0.3699096895424836,0.10118363961204696
Wheat,Rabi       ,3,,1,1,2,0.3369429909502262,0.14886421643695763
Cotton(lint),Kharif     ,1,,0,1,1,0.3396056598793362,0.1047887953037264
Groundnut,Autumn     ,0,,1,1,2,0.3780900447461035,0.0914848136804492
Groundnut,Rabi       ,3,,2,1,0,0.38426208647561577,0.09824846860643185
Groundnut,Summer     ,0,,1,0,1,0.3413751274509803,0.08760847371107708
Potato,Rabi       ,0,,2,0,2,0.35521727652086466,0.11485451761102602
Potato,Summer     ,0,,1,0,0,0.4771959208144796,0.10102411944869832
Ragi,Autumn     ,0,,1,2,2,0.4802291324786324,0.11375382848392036
Rice,Autumn     ,0,,0,0,2,0.3948240809451985,0.097642291985707
Rice,Summer     ,0,,2,0,1,0.2746661845148315,0.11739088820826954
Rice,Winter     ,0,,2,1,2,0.4164280912518854,0.1343638335885656
Sugarcane,Whole Year ,3,,2,0,2,0.4930328637506284,0.09430832057172027
Wheat,Rabi       ,3,,2,1,1,0.4791187357968828,0.07570826952526799
Groundnut,Kharif     ,0,,0,2,2,0.43120355857214676,0.15540454313425217
Ragi,Kharif     ,2,,2,0,1,0.4830887096530919,0.1364056916794283
Rice,Autumn     ,0,,0,0,0,0.37984295676219193,0.0864280245022971
Rice,Summer     ,0,,0,0,2,0.42318524157868265,0.14219627360898418
Rice,Winter     ,0,,0,2,1,0.324476452991453,0.08965033180193976
Sugarcane,Whole Year ,0,,1,2,1,0.39785812895927597,0.0871937212863706
Wheat,Rabi       ,2,,2,2,2,0.4760835276520864,0.12190530883103623
Cotton(lint),Kharif     ,1,,2,0,0,0.3313657559074912,0.07156074527820316
Groundnut,Kharif     ,3,,2,1,0,0.3108514255907491,0.07594754977029096
Onion,Whole Year ,3,,2,0,1,0.38316910055304165,0.10191743236345074
Potato,Kharif     ,2,,1,0,1,0.3587233129713423,0.11699208779989792
Potato,Rabi       ,3,,2,1,0,0.4247723267973855,0.11534903011740683
Ragi,Kharif     ,3,,0,0,2,0.3416345253896429,0.12029415518121489
Rice,Kharif     ,0,,2,0,2,0.5054127413273001,0.13857516590096988
Sugarcane,Whole Year ,2,,0,2,1,0.27855635268979384,0.08125957120980093
Wheat,Rabi       ,2,,2,1,1,0.47036712820512816,0.11901799387442571
Banana,Whole Year ,0,,1,1,1,0.3181360563097033,0.0914848136804492
Cotton(lint),Kharif     ,1,,0,1,2,0.24037334841628955,0.10874489535477284
Groundnut,Kharif     ,0,,0,1,1,0.39375629638009046,0.09398928024502297
Groundnut,Summer     ,3,,1,2,2,0.3566157878330819,0.12027820316488003
Onion,Rabi       ,2,,1,0,2,0.2921360457516339,0.10317764165390506
Onion,Summer     ,0,,0,0,1,0.24901632277526387,0.11633805513016846
Potato,Whole Year ,0,,1,2,0,0.37518646656611354,0.08511995916283818
Ragi,Kharif     ,0,,0,0,2,0.44940951910507787,0.13428407350689128
Rice,Kharif     ,0,,1,0,0,0.4199311332327803,0.1077239663093415
Rice,Summer     ,0,,0,2,0,0.3800935130718953,0.08958652373660031
Sugarcane,Whole Year ,3,,0,2,2,0.4119291784816491,0.12444167942827972
Wheat,Rabi       ,0,,2,2,0,0.3737646455505278,0.11391334864726901
Cotton(lint),Kharif     ,1,,0,2,2,0.26799465233785813,0.0891398672792241
Groundnut,Kharif     ,0,,1,1,1,0.2686605842131724,0.12182554874936191
Onion,Whole Year ,0,,2,2,2,0.360495083207642,0.10005104645227157
Potato,Whole Year ,2,,2,1,2,0.3637013609854197,0.10627233282286881
Rice,Kharif     ,0,,0,2,0,0.43999366616390145,0.15621809596733024
Sugarcane,Whole Year ,2,,2,1,1,0.4329289258421317,0.1203898672792241
Wheat,Rabi       ,2,,1,2,2,0.42145296757164397,0.128302067381317
Cotton(lint),Kharif     ,1,,1,0,0,0.3546795339366515,0.12873277182235834
Groundnut,Kharif     ,0,,2,2,1,0.2716954120160885,0.11981559469116895
Onion,Rabi       ,2,,0,2,1,0.40689324811463046,0.08157861153649822
Potato,Kharif     ,3,,2,1,2,0.4154225223730518,0.11531712608473713
Potato,Rabi       ,2,,1,2,1,0.19568641553544486,0.08507210311383359
Ragi,Kharif     ,3,,1,0,2,0.312895561588738,0.14048940786115366
Rice,Kharif     ,0,,1,0,0,0.32370127878330823,0.10699017355793772
Sugarcane,Whole Year ,3,,2,1,1,0.38474234791352435,0.09946082184788156
Wheat,Rabi       ,2,,0,1,2,0.3152317420814479,0.08272715671260847
Banana,Whole Year ,3,,0,0,1,0.37294108320764197,0.11281265952016335
Cotton(lint),Kharif     ,1,,0,1,2,0.359939547008547,0.12442572741194485
Groundnut,Kharif     ,2,,0,0,0,0.36381477099044734,0.10072103113833589
Onion,Whole Year ,0,,1,1,0,0.3217902745098039,0.1385273098519653
Potato,Whole Year ,2,,2,0,2,0.32762807541478123,0.1443976518631955
Ragi,Kharif     ,2,,1,0,0,0.29434888939165404,0.08513591117917305
Rice,Kharif     ,0,,1,2,0,0.40447969632981384,0.13157223072996427
Sugarcane,Whole Year ,3,,0,0,2,0.4188865734037204,0.10021056661562021
Wheat,Rabi       ,3,,2,1,0,0.3177010093011563,0.12953037263910158
Cotton(lint),Kharif     ,1,,1,0,2,0.4904957337858219,0.1938808065339459
Groundnut,Kharif     ,0,,0,2,2,0.35209139416792345,0.12326123021949975
Groundnut,Summer     ,0,,2,1,0,0.49121560759175464,0.14130296069423176
Ragi,Kharif     ,2,,0,2,1,0.32739111312217195,0.0757561255742726
Rice,Kharif     ,0,,1,0,2,0.22298307365510306,0.12905181214905564
Rice,Summer     ,0,,1,2,1,0.4061486543489189,0.13753828483920366
Sugarcane,Whole Year ,3,,0,1,2,0.3945609683257918,0.08819869831546709
Wheat,Rabi       ,3,,0,0,0,0.378410794117647,0.10579377233282287
Banana,Whole Year ,0,,1,1,0,0.32738317144293616,0.10837799897907097
Groundnut,Kharif     ,0,,1,2,0,0.3732097365510305,0.16017419601837674
Potato,Whole Year ,3,,2,1,0,0.3372604733534439,0.0918517100561511
Rice,Kharif     ,0,,2,1,2,0.35301536701860226,0.14648736600306278
Sugarcane,Whole Year ,2,,1,1,2,0.4392885060331825,0.11735898417559978
Wheat,Rabi       ,2,,1,2,0,0.38970969557566604,0.09984367023991833
Cotton(lint),Kharif     ,1,,1,2,1,0.42181634389140266,0.14375957120980093
Potato,Kharif     ,2,,2,2,1,0.35833068074409247,0.10778777437468096
Potato,Rabi       ,3,,0,0,0,0.3500238300653594,0.10411881061766207
Rice,Autumn     ,0,,1,1,2,0.28882736073403714,0.11171197039305769
Rice,Kharif     ,0,,1,2,0,0.3479107631975866,0.07808511995916283
Rice,Rabi       ,0,,0,1,1,0.1253558655103067,0.1570954568657478
Sugarcane,Whole Year ,0,,2,0,0,0.3313055329311212,0.14324910668708524
Groundnut,Kharif     ,3,,1,1,1,0.3696424703368526,0.1716277437468096
Potato,Rabi       ,2,,1,2,0,0.4183263187531422,0.17572741194486985
Ragi,Kharif     ,0,,2,2,1,0.35555471015585716,0.09583971413986728
Rice,Kharif     ,0,,1,0,1,0.4020367176973353,0.12104389994895354
Rice,Rabi       ,0,,0,2,0,0.21142870839617894,0.1480187595712098
Sugarcane,Kharif     ,0,,0,1,0,0.37153065460030166,0.13133295048494129
Wheat,Rabi       ,0,,0,2,2,0.2491576576168929,0.11209481878509443
Cotton(lint),Kharif     ,1,,1,0,2,0.28469304801407735,0.14233984175599795
Groundnut,Kharif     ,3,,1,1,2,0.36170194469582695,0.1406010719754977
Rice,Kharif     ,0,,1,2,1,0.4720661628959275,0.12005487493619194
Sugarcane,Whole Year ,2,,0,0,1,0.4038114703368526,0.13428407350689128
Wheat,Rabi       ,3,,1,1,0,0.37719188009049764,0.13024821337417047
Cotton(lint),Kharif     ,1,,1,0,1,0.37434411337355455,0.1421324655436447
Groundnut,Kharif     ,0,,1,1,0,0.321998826546003,0.1477475752935171
Ragi,Kharif     ,3,,2,1,2,0.33479260331825034,0.13321528841245533
Rice,Kharif     ,0,,1,1,1,0.4080474645550527,0.14133486472690146
Sugarcane,Whole Year ,0,,2,1,2,0.27134033283056813,0.1291156202143951
Cotton(lint),Kharif     ,1,,0,1,0,0.420542034942182,0.15414433384379783
Groundnut,Kharif     ,2,,0,1,0,0.3465178179989945,0.17418006636038796
Groundnut,Rabi       ,0,,0,2,2,0.43807619959778776,0.14629594180704442
Rice,Kharif     ,0,,2,1,0,0.4482976463046757,0.16242343032159265
Sugarcane,Whole Year ,0,,0,1,1,0.24964172850678734,0.12311766207248598
Wheat,Rabi       ,0,,2,1,2,0.3319572073906485,0.13284839203675344
Banana,Summer     ,2,,2,0,2,0.3112975600804424,0.15170367534456355
Cotton(lint),Kharif     ,1,,0,1,2,0.23911051030668679,0.12016653905053598
Groundnut,Kharif     ,2,,2,2,0,0.29794872222222224,0.12244767738642165
Onion,Rabi       ,2,,2,1,2,0.5599237692307691,0.14492406840224603
Onion,Summer     ,2,,1,0,2,0.42178304901960784,0.1460247575293517
Potato,Rabi       ,2,,0,1,0,0.5204088464052288,0.193513910158244
Rice,Kharif     ,0,,2,1,0,0.43834327099044734,0.1559309596733027
Rice,Summer     ,0,,1,1,1,0.3198710537958773,0.167097371107708
Sugarcane,Kharif     ,0,,2,2,1,0.3470258021618903,0.1513208269525268
Wheat,Rabi       ,3,,1,2,0,0.4201937792860734,0.1240109749872384
Groundnut,Kharif     ,0,,0,1,0,0.40881142810457516,0.13265696784073505
Onion,Whole Year ,2,,2,2,0,0.33227687154348917,0.1407286881061766
Potato,Kharif     ,0,,2,0,0,0.26194118878833583,0.15278841245533437
Potato,Rabi       ,0,,0,2,1,0.6237627843137254,0.11499808575803983
Ragi,Kharif     ,3,,2,2,2,0.36517222171945696,0.15848328228688105
Rice,Kharif     ,0,,2,2,1,0.35125146606334834,0.17805640632976008
Rice,Summer     ,0,,0,2,1,0.3843640872297637,0.1506827462991322
Sugarcane,Whole Year ,2,,1,2,0,0.35751166993464045,0.1252233282286881
Wheat,Rabi       ,2,,1,1,0,0.3850725671191553,0.17946018376722817
Onion,Rabi       ,3,,0,2,0,0.47287184162895923,0.18588884635017863
Potato,Rabi       ,0,,1,0,2,0.3664241970839617,0.11512570188871873
Potato,Winter     ,0,,1,2,0,0.2881314399195575,0.19649693721286368
Ragi,Autumn     ,0,,0,0,2,0.36362666214177974,0.13993108728943338
Rice,Autumn     ,0,,0,0,1,0.3407942347913524,0.13469882593159777
Rice,Winter     ,0,,0,0,2,0.48320002036199083,0.12417049515058703
Sugarcane,Whole Year ,3,,2,0,0,0.4641366814982403,0.10930321592649311
Wheat,Rabi       ,3,,2,1,0,0.3839259678230267,0.12646758550280757
Cotton(lint),Kharif     ,1,,2,0,1,0.2793814087481147,0.10434213884635017
Groundnut,Autumn     ,3,,2,1,0,0.28336659653092,0.14447741194486982
Groundnut,Rabi       ,0,,1,2,1,0.37695751080945195,0.1521822358346095
Groundnut,Summer     ,3,,2,2,0,0.4011807166918049,0.15924897907095456
Potato,Rabi       ,3,,2,0,0,0.3475648954248366,0.14793899948953548
Potato,Summer     ,3,,1,0,2,0.33960510935143284,0.1283499234303216
Ragi,Autumn     ,2,,0,0,2,0.3311111689291101,0.12605283307810108
Rice,Autumn     ,0,,1,2,1,0.37405274308697833,0.1327207759060745
Rice,Summer     ,0,,2,2,2,0.19612149170437404,0.15179938744257274
Rice,Winter     ,0,,1,2,1,0.2927606865258924,0.13533690658499234
Sugarcane,Whole Year ,3,,2,0,2,0.32852809100050273,0.14026607963246554
Wheat,Rabi       ,3,,1,2,0,0.46688058270487676,0.16119512506380806
Groundnut,Kharif     ,3,,0,2,0,0.31444341553544497,0.13532095456865748
Ragi,Kharif     ,3,,1,0,0,0.3894269590246354,0.13710758039816232
Rice,Autumn     ,0,,0,1,0,0.3929016654097536,0.1762059724349158
Rice,Summer     ,0,,2,2,1,0.4736990829562594,0.13348647269014804
Rice,Winter     ,0,,1,1,2,0.47103399245852173,0.11598711077080143
Sugarcane,Whole Year ,0,,2,2,1,0.3714804195575665,0.14348838693210822
Wheat,Rabi       ,3,,1,0,0,0.3399584157868275,0.14034583971413986
Cotton(lint),Whole Year ,1,,1,2,2,0.32575416515837097,0.15717521694742215
Groundnut,Kharif     ,0,,0,2,1,0.3576372631975866,0.1644812404287902
Onion,Rabi       ,2,,0,1,2,0.3430844630467572,0.12700995405819296
Onion,Summer     ,2,,0,0,0,0.4175686835093011,0.09419665645737621
Onion,Whole Year ,0,,0,1,1,0.4075145663650075,0.1373947166921899
Potato,Kharif     ,2,,2,1,2,0.420447550779286,0.1270737621235324
Potato,Rabi       ,3,,1,0,1,0.47078559904474604,0.18882401735579377
Ragi,Kharif     ,0,,2,1,2,0.5163048607340371,0.14939063297600816
Rice,Kharif     ,0,,1,1,0,0.38521845600804416,0.16607644206227667
Sugarcane,Kharif     ,3,,2,2,0,0.45873281322272497,0.10317764165390506
Sugarcane,Whole Year ,0,,0,1,2,0.34929661764705877,0.15690403266972947
Wheat,Rabi       ,2,,2,2,0,0.4651840359477123,0.09831227667177131
Banana,Whole Year ,2,,1,2,0,0.4558704743589742,0.15081036242981113
Cotton(lint),Kharif     ,1,,1,0,1,0.4518664632981396,0.15337863705972435
Groundnut,Kharif     ,2,,0,0,1,0.3829112498743087,0.15971158754466563
Groundnut,Summer     ,3,,0,2,1,0.32541290874811457,0.1420846094946401
Onion,Rabi       ,3,,0,1,1,0.27064893640020105,0.14375957120980093
Onion,Summer     ,2,,2,1,0,0.37279759627953746,0.12361217457886678
Potato,Whole Year ,2,,2,1,1,0.491428799145299,0.12669091373149566
Ragi,Kharif     ,3,,1,0,0,0.3524501080945198,0.13414050535987748
Rice,Kharif     ,0,,1,0,2,0.43502714328808445,0.14237174578866768
Rice,Summer     ,0,,1,0,1,0.43946340372046244,0.13661306789178151
Sugarcane,Whole Year ,0,,1,2,2,0.35442285922574157,0.1627105666156202
Wheat,Rabi       ,0,,1,2,2,0.4750888514328808,0.13457120980091883
Cotton(lint),Kharif     ,1,,2,1,1,0.15646097963800903,0.12460119959162838
Groundnut,Kharif     ,3,,2,1,1,0.28360354851684255,0.16065275650842267
Onion,Whole Year ,0,,2,0,1,0.30676478406234287,0.14168580908626852
Potato,Whole Year ,0,,1,0,0,0.31399836425339367,0.16229581419091374
Rice,Kharif     ,0,,0,0,0,0.40117619029663143,0.13723519652884125
Sugarcane,Whole Year ,0,,0,0,2,0.3976901309703368,0.14511549259826442
Wheat,Rabi       ,2,,2,1,2,0.4055297063851181,0.06717394078611537
Cotton(lint),Kharif     ,1,,2,2,2,0.42077034891905474,0.0407893057682491
Groundnut,Kharif     ,3,,2,1,1,0.3041650651080945,0.04565467075038285
Onion,Rabi       ,0,,1,2,1,0.2839485118149824,0.15558001531393567
Potato,Kharif     ,0,,1,2,2,0.405705355706385,0.20785477284328738
Potato,Rabi       ,2,,1,1,2,0.3282881794871795,0.13808065339458908
Ragi,Kharif     ,2,,1,2,0,0.25737996128707896,0.16030181214905564
Rice,Kharif     ,0,,0,0,1,0.4490707101558571,0.1820284583971414
Sugarcane,Whole Year ,2,,0,2,0,0.48102829864253394,0.13817636549259826
Wheat,Rabi       ,0,,1,0,2,0.49324994142785317,0.16476837672281777
Banana,Whole Year ,3,,1,2,0,0.38992013976872797,0.13785732516590096
Cotton(lint),Kharif     ,1,,2,0,1,0.4230215256410256,0.0915326697294538
Groundnut,Kharif     ,0,,1,1,0,0.47912530593262936,0.10840990301174068
Onion,Whole Year ,2,,2,2,1,0.32744476194067373,0.13570380296069423
Potato,Whole Year ,2,,1,0,1,0.4595785080442433,0.18221988259315974
Ragi,Kharif     ,0,,0,0,0,0.39658594017094007,0.4776990811638591
Rice,Kharif     ,0,,2,1,1,0.4447243579688285,0.5801588820826952
Sugarcane,Whole Year ,3,,1,2,0,0.3898511578682754,0.5192540837161818
Wheat,Rabi       ,0,,2,2,0,0.4735739097536449,0.49113067891781514
Cotton(lint),Kharif     ,1,,0,2,1,0.39267398919054786,0.41315722307299646
